proj,id,tagFreq,fcdFreq,g1,g2,g3,bi,dfreq,g1.sd,g2.sd,g3.sd,bi.sd,dfreq.sd,filename,codeset
EABL,100,166.38,166.376,41.5,83.01,24.41,12.6946001052856,-0.184400007128716,0,0,0,9.99999974737875E-05,0,uploaded file,Lotek4
